Serial No.,GRE Score,TOEFL Score,University Rating,SOP,LOR,CGPA,Research,Chance of Admit
1584,329,106,4,4.8,4.1,8.33,0,0.68
1585,297,104,3,2.8,4.1,7.29,1,0.52
1586,330,87,5,2.3,4.4,7.66,0,0.61
1587,329,117,1,2.0,4.5,9.12,0,0.96
1588,310,118,3,3.2,4.1,7.29,0,0.71
1589,285,111,1,4.8,2.1,6.8,0,0.81
1590,281,90,5,3.4,4.7,9.52,1,0.51
1591,301,87,3,3.6,2.6,8.86,1,0.81
1592,280,83,4,4.0,4.4,6.55,0,0.91
1593,340,119,5,3.4,3.0,8.57,1,0.8
1594,299,119,2,2.0,3.7,9.37,0,0.96
1595,339,99,1,3.8,2.4,8.64,0,0.85
1596,312,114,2,4.9,3.5,9.43,0,0.67
1597,312,82,5,3.5,3.7,7.51,1,0.85
1598,280,112,1,5.0,4.2,9.09,0,0.52
1599,301,113,3,2.2,4.9,7.59,0,0.91
1600,299,89,4,3.5,3.8,9.22,0,0.9
1601,335,109,4,3.3,2.6,9.38,1,0.92
1602,300,85,2,2.8,4.2,7.11,0,0.63
1603,309,105,3,3.7,3.0,9.32,1,0.77
1604,311,89,4,2.1,3.1,9.9,0,0.97
1605,331,108,5,4.8,3.4,6.51,0,0.74
1606,310,108,4,4.7,3.4,8.06,0,0.53
1607,297,94,3,4.2,2.6,8.56,0,0.84
1608,323,85,1,3.8,3.6,8.2,0,0.91
1609,282,107,5,4.4,2.5,8.83,0,0.86
1610,299,95,2,5.0,2.8,6.87,1,0.55
1611,336,116,5,4.3,2.8,8.07,0,0.83
1612,293,116,2,2.7,4.7,6.73,1,0.83
1613,337,100,2,2.5,2.7,6.61,1,0.88
1614,321,115,3,2.7,2.5,7.2,0,0.57
1615,305,116,1,3.3,4.9,8.99,0,0.54
1616,312,106,3,3.6,4.6,7.71,0,0.55
1617,284,99,5,3.9,2.2,7.28,0,0.9
1618,310,118,2,4.4,3.9,7.64,1,0.73
1619,300,96,1,4.7,4.2,9.46,0,0.94
1620,291,114,2,4.7,4.4,6.93,1,0.98
1621,298,101,4,3.3,4.0,9.36,1,0.86
1622,317,96,4,2.9,2.9,8.32,0,0.98
1623,314,80,3,3.8,4.1,9.98,0,0.93
1624,328,96,1,3.5,4.2,9.96,0,0.52
1625,310,95,5,4.3,3.5,9.79,1,0.82
1626,317,101,1,4.0,3.9,7.89,0,0.84
1627,292,102,2,2.1,3.0,7.56,0,0.6
1628,304,95,2,3.3,3.3,7.84,0,0.89
1629,319,95,3,3.5,4.7,9.77,0,0.68
1630,308,117,1,2.3,3.4,8.31,0,0.76
1631,313,97,1,3.6,4.0,9.2,1,0.59
1632,294,107,3,4.4,3.0,9.43,0,0.81
1633,328,89,3,2.1,4.4,8.08,1,0.65
1634,339,85,2,4.6,5.0,8.17,0,0.68
1635,282,90,2,3.1,2.5,6.84,0,0.76
1636,332,119,2,4.5,4.2,6.06,0,0.89
1637,337,113,3,2.0,3.7,7.02,1,0.63
1638,336,81,3,4.4,3.0,8.49,0,0.75
1639,285,83,2,3.4,4.8,8.46,1,0.65
1640,325,116,4,3.4,4.0,7.93,1,0.92
1641,282,118,2,5.0,3.5,9.25,1,0.72
1642,330,93,5,2.4,2.2,7.14,0,0.89
1643,314,90,1,2.4,3.4,7.01,0,0.56
1644,336,99,2,3.5,3.9,9.45,0,0.79
1645,305,85,4,3.2,3.9,8.19,1,0.7
1646,335,100,4,4.3,2.1,9.19,1,0.71
1647,330,107,4,2.5,3.3,9.93,0,0.99
1648,306,84,5,4.1,3.1,8.84,1,0.99
1649,327,111,4,3.1,3.2,8.63,1,0.6
1650,308,87,3,5.0,2.2,6.75,0,0.88
1651,319,82,1,3.0,4.0,9.8,0,0.68
1652,293,102,3,3.4,4.9,8.44,1,0.62
1653,313,108,1,2.9,4.1,6.61,1,0.99
1654,322,118,5,4.0,2.3,9.82,0,0.86
1655,290,98,5,2.2,5.0,8.09,1,0.86
1656,307,110,2,2.2,3.7,8.73,1,0.97
1657,294,97,2,2.2,2.1,6.15,0,0.99
1658,306,90,3,3.3,2.4,9.7,0,0.84
1659,303,116,4,2.3,2.7,7.82,1,0.58
1660,292,112,1,3.8,2.3,9.4,0,0.71
1661,333,120,1,3.4,4.0,8.35,1,0.64
1662,333,92,4,3.8,4.0,7.6,0,0.88
1663,320,114,4,3.5,4.7,6.32,1,0.83
1664,298,80,1,2.6,2.8,7.01,1,0.68
1665,318,104,1,4.3,3.8,6.93,0,0.98
1666,292,99,3,4.6,4.0,6.1,0,0.97
1667,327,91,5,2.9,2.7,7.21,0,0.97
1668,297,99,2,3.8,4.4,6.09,0,0.56
1669,281,118,5,3.0,3.3,7.2,0,0.91
1670,321,100,1,2.1,3.0,9.79,1,0.55
1671,339,90,1,3.7,2.2,6.52,1,0.9
1672,321,83,5,3.1,2.1,8.34,1,0.51
1673,291,86,2,2.4,4.9,8.38,1,0.96
1674,305,111,2,4.8,4.3,7.94,0,0.58
1675,291,99,4,3.4,3.7,9.73,1,0.67
1676,300,106,5,2.5,4.9,8.81,1,0.97
1677,284,86,5,4.3,2.9,9.67,0,0.53
1678,312,90,2,3.8,2.3,8.21,0,0.6
1679,286,86,3,4.9,4.7,9.9,0,0.53
1680,335,94,4,2.4,4.0,7.69,1,0.55
1681,320,90,5,4.8,3.9,9.54,1,0.75
1682,303,95,5,4.4,4.9,8.05,1,0.99
1683,334,82,5,2.6,3.8,9.04,1,0.74
1684,296,109,3,2.9,3.3,8.23,0,0.77
1685,283,104,3,3.6,3.4,6.65,1,0.51
1686,322,106,5,3.6,2.1,8.64,1,0.96
1687,294,101,5,3.9,3.6,7.36,1,0.51
1688,317,91,1,2.7,2.6,8.84,1,0.53
1689,339,90,5,3.0,2.9,8.66,0,0.67
1690,313,86,3,2.6,4.5,9.82,0,0.91
1691,286,111,5,5.0,3.9,9.76,0,0.81
1692,319,91,1,4.5,4.1,8.26,1,0.85
1693,307,90,5,2.2,3.0,8.03,1,0.61
1694,326,113,5,2.6,2.3,7.09,1,0.96
1695,299,80,4,3.4,2.1,7.03,1,0.62
1696,282,83,1,3.5,2.8,6.27,1,0.84
1697,335,119,4,2.9,2.1,9.06,0,0.69
1698,317,106,5,4.0,3.1,6.19,1,0.74
1699,290,81,4,4.5,3.3,7.23,0,0.7
1700,293,93,5,4.9,2.2,6.09,1,0.75
1701,303,93,3,2.5,2.9,6.13,1,0.95
1702,283,118,2,4.4,2.9,9.89,0,0.81
1703,335,105,2,4.4,3.5,9.74,0,0.79
1704,319,108,1,4.3,2.7,7.44,0,0.67
1705,328,108,2,2.4,2.2,8.24,1,0.81
1706,322,111,5,4.7,4.6,7.71,0,0.51
1707,331,86,5,3.1,4.7,6.32,1,0.67
1708,330,117,4,5.0,3.8,6.08,0,0.79
1709,281,83,4,4.4,3.3,7.49,0,0.87
1710,294,112,3,4.4,3.5,8.9,0,0.54
1711,340,97,3,3.0,3.5,7.54,1,0.56
1712,319,86,4,3.3,3.0,7.41,1,0.56
1713,281,96,4,3.7,3.6,8.98,1,0.72
1714,281,113,1,3.8,2.4,8.34,0,0.8
1715,292,111,3,2.4,3.8,6.13,0,0.65
1716,295,93,3,4.5,3.9,9.67,1,0.9
1717,281,96,2,4.3,2.6,8.14,1,0.65
1718,338,96,3,2.9,3.6,7.93,0,0.78
1719,328,99,2,4.2,2.3,8.2,0,0.82
1720,338,93,4,3.5,2.0,7.42,0,0.88
1721,336,104,3,4.4,2.9,7.29,1,0.91
1722,300,97,2,3.7,3.5,6.52,1,0.62
1723,306,101,3,3.3,3.1,7.06,1,0.62
1724,337,81,5,4.3,4.1,7.3,0,0.58
1725,310,82,3,3.1,3.1,8.48,1,0.78
1726,340,105,4,3.9,2.1,7.12,0,0.88
1727,320,95,1,4.4,3.5,6.98,0,0.74
1728,281,95,3,4.2,3.8,7.93,0,0.69
1729,311,117,1,3.4,2.1,9.55,0,0.67
1730,314,94,1,2.3,3.2,8.05,0,0.89
1731,334,114,1,2.6,2.7,8.72,0,0.62
1732,282,84,5,2.2,4.0,6.86,1,0.99
1733,285,120,2,2.2,3.2,8.4,0,0.72
1734,313,81,3,2.0,4.4,7.04,1,0.6
1735,339,110,5,3.1,2.5,9.25,1,0.59
1736,285,107,2,3.8,3.7,7.09,0,0.93
1737,310,80,4,3.9,3.0,8.51,0,0.65
1738,308,90,5,3.9,4.4,8.34,0,0.92
1739,306,85,4,2.9,3.2,7.87,0,0.63
1740,309,113,5,3.3,3.0,9.54,1,0.58
1741,296,102,1,4.1,5.0,8.98,1,0.53
1742,299,117,3,2.9,2.6,6.68,0,0.64
1743,337,118,5,2.0,2.3,6.53,1,0.76
1744,306,108,1,3.6,2.6,9.76,1,0.55
1745,305,102,2,4.8,4.7,7.25,0,0.91
1746,307,113,3,4.4,4.1,9.55,0,0.92
1747,301,115,2,3.6,3.2,8.51,0,0.91
1748,294,85,1,4.5,4.1,8.3,0,1.0
1749,316,95,2,3.3,3.1,6.02,1,0.76
1750,312,119,1,3.7,3.8,8.27,1,0.79
1751,333,80,2,4.0,3.4,6.35,1,0.81
1752,298,87,3,4.4,3.6,9.81,0,0.72
1753,321,104,4,3.6,5.0,6.69,1,0.73
1754,295,108,5,3.0,4.8,9.76,1,0.91
1755,295,86,1,4.8,4.8,9.88,1,0.87
1756,311,80,2,2.4,3.9,7.92,1,0.85
1757,329,80,1,2.5,5.0,7.76,1,0.91
1758,292,90,1,3.0,4.9,7.51,1,0.68
1759,299,105,3,2.8,3.2,6.75,1,0.52
1760,298,89,5,4.1,4.0,6.77,1,0.87
1761,282,90,2,3.1,2.1,9.41,0,0.56
1762,331,104,2,3.3,4.8,8.7,1,0.9
1763,340,104,5,4.6,2.0,6.3,1,0.6
1764,313,100,4,3.2,3.3,7.89,1,0.73
1765,290,80,4,4.6,2.6,9.74,1,0.98
1766,284,80,4,4.5,3.3,9.19,1,0.87
1767,327,98,1,4.8,4.4,6.49,0,0.99
1768,304,120,2,4.6,4.2,6.67,0,0.7
1769,280,110,4,4.9,2.7,9.45,1,0.95
1770,311,116,3,4.3,3.1,7.11,0,0.79
1771,281,98,5,4.0,4.9,9.49,1,0.57
1772,296,104,3,2.6,2.1,7.57,1,0.6
1773,321,103,3,2.5,3.3,8.24,1,0.7
1774,295,87,3,2.3,4.4,6.74,0,0.74
1775,313,105,4,4.7,4.5,7.44,1,0.83
1776,340,93,3,3.0,2.3,8.8,0,0.79
1777,293,118,4,4.2,5.0,6.65,1,0.97
1778,302,99,3,2.9,4.4,7.74,0,0.94
1779,293,93,5,3.4,2.5,6.62,0,0.78
1780,307,99,4,3.1,4.8,7.82,0,0.62
1781,320,86,3,2.6,2.0,8.35,1,0.63
1782,302,108,5,2.3,2.3,6.67,1,0.89
1783,320,118,3,2.9,4.8,6.34,1,0.5
1784,324,84,1,4.7,3.4,7.35,0,0.85
1785,333,116,3,5.0,2.9,6.28,0,0.97
1786,320,93,3,4.9,2.3,9.68,0,0.81
1787,300,93,3,3.7,2.7,7.8,1,0.93
1788,334,109,3,2.3,3.9,9.84,0,0.73
1789,307,93,4,2.9,4.4,7.32,0,0.63
1790,281,92,3,3.2,4.9,6.75,0,0.98
1791,321,117,2,3.5,2.7,8.89,0,0.8
1792,322,113,5,3.4,3.2,8.26,0,0.64
1793,313,111,3,2.6,2.7,9.23,0,0.68
1794,284,85,3,2.4,3.1,9.28,0,0.9
1795,285,94,4,2.6,4.1,9.78,0,0.93
1796,281,114,1,2.8,5.0,9.46,0,0.87
1797,300,103,3,2.7,3.6,8.34,0,0.78
1798,302,86,2,4.0,3.6,8.65,0,0.5
1799,338,93,4,3.8,4.4,9.27,1,0.68
1800,291,101,1,4.2,4.8,9.51,1,0.56
1801,306,113,1,2.3,3.3,7.33,1,0.94
1802,304,102,5,3.3,4.2,7.25,0,0.86
1803,317,111,1,3.3,2.6,7.34,1,0.91
1804,308,92,3,2.5,4.5,9.35,0,0.71
1805,307,114,1,2.4,4.4,6.66,0,0.75
1806,329,91,4,2.8,5.0,7.68,1,0.87
1807,326,92,4,5.0,3.8,8.85,1,0.91
1808,326,101,5,2.7,2.5,8.74,0,0.86
1809,306,113,2,4.8,4.5,8.42,0,0.86
1810,327,109,1,3.2,3.1,7.41,0,0.5
1811,312,88,2,4.5,3.1,6.87,1,0.57
1812,293,88,3,3.9,4.3,7.07,0,0.69
1813,302,104,4,3.5,4.0,8.2,1,0.75
1814,339,99,1,4.0,3.8,6.28,1,0.97
1815,287,111,2,4.8,2.7,7.05,1,0.7
1816,327,104,1,4.0,2.7,6.15,1,0.68
1817,316,93,4,2.6,3.9,8.96,1,0.83
1818,321,86,2,4.6,4.9,7.65,1,0.84
1819,295,94,3,4.3,2.7,6.81,0,0.83
1820,287,89,3,2.3,3.4,8.48,1,0.79
1821,335,113,4,3.1,4.3,9.15,1,0.58
1822,286,104,1,3.0,3.9,9.05,1,0.99
1823,298,101,2,3.0,3.2,6.52,0,0.94
1824,286,104,4,2.6,3.0,6.65,1,0.8
1825,315,88,1,3.0,4.5,6.92,0,0.66
1826,338,82,3,2.1,4.2,7.66,1,0.7
1827,333,82,2,4.1,4.3,6.38,1,0.66
1828,281,104,2,3.7,2.1,7.52,0,0.84
1829,328,80,1,2.8,2.8,9.87,1,0.61
1830,320,104,4,4.1,3.1,8.09,1,0.61
1831,287,108,5,3.0,2.0,8.52,0,0.73
1832,292,118,4,2.0,4.5,6.36,1,0.88
1833,290,105,2,4.8,2.6,7.79,1,0.78
1834,306,107,3,2.6,4.6,6.93,0,0.68
1835,317,108,2,3.2,2.7,9.89,1,0.68
1836,299,112,1,5.0,4.2,7.43,1,0.77
1837,320,98,4,4.1,4.1,6.19,0,0.71
1838,319,98,5,2.7,2.1,7.7,1,0.59
1839,292,104,3,4.1,2.9,7.65,0,0.69
1840,303,120,1,3.5,2.7,7.68,0,0.61
1841,332,117,5,2.3,2.6,8.19,1,0.71
1842,321,105,3,3.6,2.1,9.3,0,0.65
1843,313,101,2,2.6,4.2,9.66,1,0.89
1844,307,93,2,3.0,4.6,9.91,1,0.83
1845,306,107,5,3.6,3.6,7.73,1,0.52
1846,314,85,2,3.6,3.6,9.03,1,0.77
1847,317,108,1,4.7,4.5,8.04,1,0.91
1848,294,117,1,4.2,3.0,8.73,0,0.81
1849,293,83,1,4.6,2.1,8.67,0,0.7
1850,331,116,2,4.7,2.1,8.7,0,0.92
1851,313,99,3,4.9,2.1,9.86,1,0.96
1852,319,84,4,3.2,2.3,6.95,0,0.7
1853,318,87,3,3.2,3.6,9.26,0,0.84
1854,295,105,3,3.4,4.4,6.99,1,0.5
1855,298,105,5,2.3,3.2,9.86,0,0.87
1856,284,82,2,4.3,4.2,9.71,1,0.55
1857,335,115,1,3.2,4.5,8.93,0,0.81
1858,287,96,2,4.0,4.5,6.85,1,0.57
1859,340,117,3,2.2,2.8,9.05,1,0.77
1860,323,119,3,2.4,4.3,8.91,1,0.63
1861,317,115,4,2.3,4.8,6.23,0,0.56
1862,335,90,4,2.6,4.4,8.43,0,0.95
1863,283,108,5,4.5,3.1,9.13,0,0.68
1864,292,120,1,4.7,3.6,6.42,0,0.86
1865,322,112,4,4.6,3.0,6.94,0,0.68
1866,304,102,2,4.7,4.8,7.63,1,0.74
1867,285,84,4,2.1,3.8,9.81,0,0.98
1868,333,108,3,3.1,4.1,8.74,1,1.0
1869,326,105,5,4.4,4.6,6.02,1,0.72
1870,307,92,4,3.3,4.9,8.74,0,0.83
1871,318,110,5,4.6,3.5,6.07,0,0.68
1872,319,114,3,3.0,2.0,7.24,1,0.86
1873,281,100,5,2.3,3.0,6.78,1,0.64
1874,311,120,3,2.8,3.0,7.84,0,0.55
1875,290,110,2,4.7,4.9,6.52,0,0.93
1876,322,97,2,2.5,2.3,8.37,1,0.64
1877,294,98,4,4.5,4.5,8.99,0,0.76
1878,316,81,4,2.2,3.3,8.99,1,0.63
1879,318,81,1,2.7,2.3,8.38,1,0.66
1880,307,106,4,2.4,3.5,9.05,1,0.82
1881,339,82,5,4.5,4.3,9.41,1,0.86
1882,294,98,4,3.3,4.1,9.89,0,0.82
1883,303,96,3,4.6,4.2,7.85,0,0.62
1884,287,91,5,4.2,4.7,8.82,0,0.88
1885,292,85,5,2.6,3.3,7.24,1,0.92
1886,316,105,5,2.4,4.1,6.24,1,0.98
1887,304,99,2,4.9,4.8,9.89,0,0.95
1888,296,89,5,4.1,3.2,8.55,0,0.91
1889,310,98,1,2.2,4.6,7.87,1,0.96
1890,294,115,2,3.4,3.7,9.28,1,0.82
1891,282,119,3,2.2,2.6,7.11,1,0.56
1892,302,90,5,4.6,4.6,8.73,1,0.8
1893,328,120,5,2.9,2.1,9.56,1,0.86
1894,335,103,5,3.0,3.9,6.3,0,0.95
1895,331,106,2,3.2,3.7,9.26,1,0.75
1896,338,91,2,2.1,4.0,8.17,1,0.95
1897,296,99,3,4.9,3.7,7.85,1,0.61
1898,314,110,4,3.1,4.4,9.26,0,0.65
1899,302,97,1,2.6,4.6,9.1,0,0.67
1900,307,96,4,2.7,3.3,6.91,0,0.51
1901,333,120,4,2.7,3.1,6.96,0,0.63
1902,320,105,2,3.4,2.9,6.75,1,0.63
1903,283,110,1,3.5,3.1,6.5,1,0.8
1904,298,107,4,2.7,2.3,7.86,0,0.87
1905,282,115,2,3.8,4.5,8.85,0,0.92
1906,287,91,2,2.5,4.2,6.35,0,0.75
1907,338,80,5,3.0,3.4,6.59,1,0.88
1908,330,80,1,4.2,2.5,9.84,1,0.76
1909,300,119,5,3.6,2.5,8.01,0,0.53
1910,320,100,3,3.4,3.3,6.76,1,0.55
1911,281,110,1,3.7,2.2,9.02,0,0.66
1912,301,86,1,4.0,4.7,7.68,1,0.73
1913,284,112,3,2.6,3.8,6.45,1,0.89
1914,306,95,5,2.3,2.7,6.42,0,0.62
1915,303,82,3,4.2,4.7,8.11,0,0.8
1916,285,99,1,2.2,3.2,7.59,0,0.72
1917,332,108,4,3.5,3.3,6.06,0,0.9
1918,340,100,4,4.4,4.4,9.17,1,0.64
1919,334,94,2,2.6,4.9,6.56,1,0.61
1920,291,95,1,2.8,3.1,9.14,0,0.7
1921,335,86,1,2.0,2.9,9.4,1,0.6
1922,280,83,3,4.1,4.1,8.06,1,0.74
1923,332,101,5,4.7,2.2,7.81,0,0.66
1924,288,113,2,4.9,3.1,8.5,0,0.51
1925,315,96,1,3.7,4.0,7.35,1,0.8
1926,336,84,1,2.2,4.1,6.53,1,0.87
1927,317,117,5,2.1,3.1,9.45,1,0.81
1928,310,86,2,3.7,2.8,8.95,1,0.73
1929,293,118,4,4.0,4.8,8.62,0,0.96
1930,334,107,1,3.9,2.4,8.48,1,0.6
1931,280,86,3,3.2,4.2,9.48,1,0.77
1932,296,109,2,2.8,4.1,6.35,0,0.71
1933,317,92,1,2.7,4.2,9.52,1,0.9
1934,318,92,1,4.0,2.2,6.72,0,0.5
1935,305,111,3,4.4,4.0,6.41,1,0.62
1936,314,90,2,2.8,3.0,9.38,1,0.63
1937,316,108,4,4.1,3.8,7.63,0,0.58
1938,285,112,1,3.1,3.7,8.96,0,0.76
1939,309,103,2,2.3,3.7,7.51,0,0.54
1940,330,119,4,3.4,2.7,7.26,1,0.64
1941,304,106,2,3.3,2.7,8.24,0,0.53
1942,327,80,2,4.9,2.1,9.75,0,0.85
1943,338,86,3,2.7,4.0,6.35,0,0.74
1944,280,102,4,3.3,4.8,8.6,0,0.54
1945,290,84,2,2.5,3.9,6.47,1,0.84
1946,332,96,5,2.1,3.8,7.65,0,0.55
1947,300,119,5,2.2,4.7,8.33,0,0.96
1948,318,99,1,2.8,3.5,6.44,1,0.91
1949,316,90,2,4.3,2.8,9.79,1,0.96
1950,329,118,2,4.5,3.0,7.24,1,0.88
1951,336,104,5,4.6,2.8,6.36,0,0.96
1952,325,106,1,4.5,2.7,8.45,1,0.92
1953,306,86,4,3.6,3.9,7.38,1,0.58
1954,338,83,2,4.9,3.1,9.63,1,0.99
1955,285,91,3,2.3,2.0,7.44,0,0.76
1956,336,109,3,3.0,3.4,6.49,1,0.65
1957,306,97,3,2.5,4.3,9.67,1,0.77
1958,313,84,3,2.6,4.2,7.23,1,0.98
1959,284,109,3,2.1,3.2,6.33,1,0.73
1960,309,102,4,2.3,2.0,9.64,1,0.61
1961,292,108,3,3.4,3.8,8.76,1,0.95
1962,295,93,1,3.0,3.1,6.25,1,0.96
1963,303,91,3,4.9,3.0,8.91,1,0.81
1964,301,110,2,4.9,4.2,8.11,1,0.72
1965,294,94,2,3.0,2.6,9.88,0,0.53
1966,309,100,1,4.8,3.8,7.21,1,0.96
1967,331,81,5,2.1,4.1,9.18,0,0.67
1968,298,101,3,3.8,4.4,7.99,1,0.98
1969,301,102,4,3.4,2.2,8.37,1,0.9
1970,305,100,4,4.4,3.8,6.7,1,0.87
1971,333,116,2,3.3,2.5,7.17,1,0.51
1972,315,85,1,2.8,5.0,8.86,0,0.62
1973,330,104,4,2.9,3.1,6.18,0,0.62
1974,324,85,1,4.1,4.6,9.4,0,0.88
1975,331,117,4,2.3,3.8,9.29,1,0.84
1976,301,93,3,2.8,2.9,7.69,1,0.73
1977,286,106,4,2.1,2.7,9.78,0,0.68
1978,300,120,2,3.2,2.2,9.48,0,0.5
1979,322,108,5,2.9,2.6,7.75,1,0.96
1980,288,106,2,2.4,4.3,6.07,1,0.81
1981,295,119,2,4.3,3.3,7.12,0,0.74
1982,311,86,4,3.3,2.5,9.38,1,0.85
1983,318,104,1,3.4,4.8,6.36,0,0.82
1984,302,82,2,3.9,4.8,6.91,1,0.73
1985,313,120,4,3.8,3.2,9.96,0,0.72
1986,321,103,3,3.1,2.9,8.04,0,0.72
1987,307,83,4,3.2,2.8,7.42,1,0.87
1988,301,86,1,4.7,5.0,7.03,1,0.69
1989,308,101,4,3.9,3.0,6.61,1,0.85
1990,331,96,1,3.5,2.2,7.18,1,0.78
1991,320,91,5,3.1,4.8,6.89,0,0.6
1992,326,103,2,3.4,3.1,6.28,0,0.66
1993,325,102,3,3.2,2.7,7.91,0,0.76
1994,335,110,3,3.9,2.5,8.01,0,0.85
1995,282,105,1,4.0,2.5,9.26,1,0.84
1996,340,87,1,4.0,2.3,9.97,0,0.58
1997,297,91,5,2.8,3.2,9.89,0,0.59
1998,324,91,3,4.5,4.8,6.33,0,0.62
1999,316,112,2,3.2,4.8,9.91,0,0.65
2000,312,119,5,4.1,2.6,9.19,0,0.52
